operation,size,time
insert,59,0.006541999999996051
insert,60,0.007082999999994399
insert,60,0.007167000000009693
insert,61,0.007125000000002046
insert,61,0.01329100000000949
insert,62,0.009500000000002728
insert,62,0.0074160000000063064
insert,62,0.00741699999997536
insert,63,0.007708000000008042
insert,63,0.007375000000024556
insert,64,0.007499999999993179
insert,64,0.007542000000000826
insert,65,0.007708000000008042
insert,65,0.007958999999999605
insert,66,0.00795800000000213
insert,66,0.007916999999991958
insert,66,0.007584000000008473
insert,67,0.007790999999997439
insert,67,0.008040999999991527
insert,68,0.008416000000011081
insert,68,0.007790999999997439
insert,69,0.008041999999989002
insert,69,0.008209000000022115
insert,70,0.008499999999997954
insert,70,0.008125000000006821
insert,71,0.008707999999984395
insert,71,0.008125000000006821
insert,72,0.008708000000012817
insert,72,0.008791999999999689
insert,73,0.008791999999999689
insert,73,0.009041999999993777
insert,74,0.009874999999993861
insert,74,0.008832999999981439
insert,75,0.008915999999999258
insert,75,0.010249999999984993
insert,76,0.00858299999998735
insert,76,0.009166000000021768
insert,77,0.009874999999993861
insert,77,0.16620899999998073
insert,78,0.009624999999999773
insert,79,0.00966700000000742
insert,79,0.009375000000005684
insert,80,0.00983400000001211
insert,80,0.010041000000001077
insert,81,0.010250000000013415
insert,81,0.009791999999976042
insert,82,0.009624999999999773
insert,82,0.011749999999977945
insert,83,0.01037500000001046
insert,84,0.010917000000006283
insert,84,0.01037500000001046
insert,85,0.010750000000001592
insert,85,0.010041999999998552
insert,86,0.010791999999980817
insert,87,0.010832999999990989
insert,87,0.010792000000009239
insert,88,0.010874999999998636
insert,88,0.011500000000012278
insert,89,0.01116699999997195
insert,90,0.011332999999979165
insert,90,0.011000000000024102
insert,91,0.011792000000014013
insert,92,0.011666999999988548
insert,92,0.0116249999999809
insert,93,0.011499999999983856
insert,93,0.011958999999990283
insert,94,0.01187500000000341
insert,95,0.01158399999999915
insert,95,0.011625000000009322
insert,96,0.011499999999983856
insert,97,0.012833000000000538
insert,97,0.010916999999977861
insert,98,0.01099999999999568
insert,99,0.010208000000005768
insert,99,0.010458999999997332
insert,100,0.025207999999992126
insert,101,0.010750000000001592
insert,102,0.011000000000024102
insert,102,0.011209000000008018
insert,103,0.012084000000015749
insert,104,0.011041000000005852
insert,104,0.011541999999991504
insert,105,0.011041000000005852
insert,106,0.010957999999988033
insert,107,0.01099999999999568
insert,107,0.011625000000009322
insert,108,0.011709000000024616
insert,109,0.023040999999977885
insert,110,0.011333000000007587
insert,110,0.013166999999981499
insert,111,0.012165999999979249
insert,112,0.014375000000001137
insert,113,0.01316700000000992
insert,114,0.013125000000002274
insert,114,0.012584000000003925
insert,115,0.012750000000011141
insert,116,0.012957999999997583
insert,117,0.012540999999998803
insert,118,0.012707999999975073
insert,118,0.012333000000012362
insert,119,0.013792000000023563
insert,120,0.018040999999982432
insert,121,0.013667000000026519
insert,122,0.014624999999995225
insert,123,0.027958000000012362
insert,123,0.021042000000022654
insert,124,0.01491699999999696
insert,125,0.19437499999997954
insert,126,0.013749999999987494
insert,127,0.014915999999999485
insert,128,0.014416999999980362
insert,129,0.015041999999994005
insert,130,0.014959000000004608
insert,130,0.014708999999982098
insert,131,0.014750000000020691
insert,132,0.01629200000002129
insert,133,0.014708000000013044
insert,134,0.014915999999999485
insert,135,0.015041999999994005
insert,136,0.01587499999999409
insert,137,0.015416999999985137
insert,138,0.015500000000002956
insert,139,0.015500000000002956
insert,140,0.016583999999994603
insert,141,0.01608300000000895
insert,142,0.015667000000007647
insert,143,0.015833999999983916
insert,144,0.016208000000005995
insert,145,0.01650000000000773
insert,146,0.017458999999973912
insert,147,0.016458000000000084
insert,148,0.01645899999999756
insert,149,0.018458000000009633
insert,150,0.016874999999998863
insert,151,0.017416999999994687
insert,152,0.017499999999984084
insert,153,0.01737499999998704
insert,154,0.018375000000020236
insert,155,0.018165999999979476
insert,156,0.01804200000000833
insert,157,0.0180830000000185
insert,158,0.018375000000020236
insert,160,0.01841699999999946
insert,161,0.018624999999985903
insert,162,0.02049999999999841
insert,163,0.019916999999992413
insert,164,0.02995799999999349
insert,165,0.02154199999998241
insert,166,0.019709000000005972
insert,167,0.019417000000004236
insert,169,0.02025000000000432
insert,170,0.02083400000000779
insert,171,0.0201669999999865
insert,172,0.0206670000000031
insert,173,0.043958000000003494
insert,175,0.020916999999997188
insert,176,0.021875000000022737
insert,177,0.02054100000000858
insert,178,0.020749999999992497
insert,179,0.021457999999995536
insert,181,0.02154200000001083
insert,182,0.020999999999986585
insert,183,0.10791699999998627
insert,185,0.02183299999998667
insert,186,0.02216699999999605
insert,187,0.02229099999999562
insert,188,0.022957999999988488
insert,190,0.022957999999988488
insert,191,0.022458999999997786
insert,192,0.039249999999981355
insert,194,0.025541000000004033
insert,195,0.023665999999991527
insert,196,0.04254099999999994
insert,198,0.023500000000012733
insert,199,0.023665999999991527
insert,201,0.023791000000016993
insert,202,0.02462499999998613
insert,203,0.024750000000011596
insert,205,0.0246670000000222
insert,206,0.025291000000009944
insert,208,0.025457999999986214
insert,209,0.025417000000004464
insert,211,0.025207999999992126
insert,212,0.025500000000022283
insert,213,0.1677919999999915
insert,215,0.05666699999997604
insert,216,0.025915999999995165
insert,218,0.02637500000000159
insert,219,0.0267080000000135
insert,221,0.026125000000007503
insert,223,0.0272499999999809
insert,224,0.027041000000025406
insert,226,0.028416999999990367
insert,227,0.02837500000001114
insert,229,0.028416999999990367
insert,230,0.03337499999997817
insert,232,0.030166000000008353
insert,234,0.03229200000001242
insert,235,0.029583000000002357
insert,237,0.030875000000008868
insert,238,0.030666999999994005
insert,240,0.02879200000000992
insert,242,0.03012499999999818
insert,243,0.16945899999998915
insert,245,0.03958299999999326
insert,247,0.031291999999979225
insert,249,0.032583999999985735
insert,250,0.07441699999998264
insert,252,0.03816599999998971
insert,254,0.05550000000002342
insert,256,0.03100000000000591
insert,257,0.035124999999993634
insert,259,0.0739590000000021
insert,261,0.0661659999999813
insert,263,0.04174999999997908
insert,265,0.057709000000016886
insert,266,0.03491600000000972
insert,268,0.033833000000015545
insert,270,0.033999999999991815
insert,272,0.0993750000000091
insert,274,0.034874999999999545
insert,276,0.03383299999998712
insert,278,0.03508399999998346
insert,280,0.03820899999999483
insert,282,0.036417000000000144
insert,284,0.038624999999996135
insert,286,0.06720799999999372
insert,288,0.035583000000002585
insert,290,0.03670799999997598
insert,292,0.05945799999997803
insert,294,0.03787499999998545
insert,296,0.04958399999998164
insert,298,0.03962500000000091
insert,300,0.03866700000000378
insert,302,0.03766600000000153
insert,304,0.03916599999999448
insert,306,0.040124999999989086
insert,308,0.04137499999998795
insert,310,0.04245800000001054
insert,312,0.039249999999981355
insert,315,0.13220900000001734
insert,317,0.039917000000002645
insert,319,0.041540999999995165
insert,321,0.0417500000000075
insert,323,0.0418329999999969
insert,326,0.043958000000003494
insert,328,0.04262499999998681
insert,330,0.043250000000000455
insert,333,0.04250000000001819
insert,335,0.04420799999999758
insert,337,0.04441700000000992
insert,340,0.04391699999999332
insert,342,0.04854100000000017
insert,344,0.0444169999999815
insert,347,0.04512499999998454
insert,349,0.046082999999981666
insert,352,0.047791999999986956
insert,354,0.04654099999999062
insert,356,0.15370799999999463
insert,359,0.04870800000000486
insert,361,0.0467920000000106
insert,364,0.04737499999998818
insert,366,0.047624999999982265
insert,369,0.09925000000001205
insert,372,0.06799999999998363
insert,374,0.06725000000000136
insert,377,0.060625000000015916
insert,379,0.07279199999999264
insert,382,0.04912500000000364
insert,385,0.06224999999997749
insert,387,0.05583400000000438
insert,390,0.05145799999999667
insert,393,0.07595799999998576
insert,395,0.05329199999999901
insert,398,0.08937499999998977
insert,401,0.06487500000000068
insert,404,0.07099999999999795
insert,407,0.06137499999999818
insert,409,0.05333299999998076
insert,412,0.058625000000006366
insert,415,0.05783299999998803
insert,418,0.05712499999998499
insert,421,0.05658299999998917
insert,424,0.11699999999999022
insert,427,0.059499999999985675
insert,430,0.057416000000017675
insert,433,0.06016699999997854
insert,436,0.058416999999991504
insert,439,0.05945800000000645
insert,442,0.05845899999999915
insert,445,0.06858299999998962
insert,448,0.060207999999988715
insert,451,0.06529199999999946
insert,454,0.07400000000001228
insert,457,0.06254099999998175
insert,460,0.11458300000001032
insert,464,0.06383400000001416
insert,467,0.06383299999998826
insert,470,0.08283399999999119
insert,473,0.06458299999999895
insert,477,0.06458299999999895
insert,480,0.06808300000000145
insert,483,0.07583299999998871
insert,487,0.06962500000000205
insert,490,0.14179200000000947
insert,493,0.07195900000002098
insert,497,0.06895800000000918
insert,500,0.06737499999999841
insert,504,0.11154100000001677
insert,507,0.09362500000000296
insert,511,0.14862500000000978
insert,514,0.07841599999997584
insert,518,0.07154199999999378
insert,522,0.07183299999999804
insert,525,0.07075000000000387
insert,529,0.07379199999999742
insert,532,0.07758399999997323
insert,536,0.07437500000000341
insert,540,0.07458399999998733
insert,544,0.07433399999999324
insert,547,0.07879099999999539
insert,551,0.07712499999999523
insert,555,0.07870799999997757
insert,559,0.07800000000000296
insert,563,0.08020799999999895
insert,567,0.18908399999997982
insert,571,0.14654099999998493
insert,575,0.08058299999999008
insert,579,0.13541699999998968
insert,583,0.18095800000000395
insert,587,0.08445900000000961
insert,591,0.0832499999999925
insert,595,0.08329200000000014
insert,599,0.08416700000000787
insert,603,0.08695900000000734
insert,607,0.11770799999999326
insert,612,0.12129200000001106
insert,616,0.11433300000001623
insert,620,0.09554199999999469
insert,624,0.12220800000000054
insert,629,0.116375000000005
insert,633,0.10991699999999582
insert,637,0.17762500000000614
insert,642,0.12225000000000819
insert,646,0.09512499999999591
insert,651,0.10550000000000637
insert,655,0.11991700000001515
insert,660,0.09633299999998712
insert,665,0.11879100000001586
insert,669,0.11341699999999832
insert,674,0.09925000000001205
insert,678,0.09808300000000258
insert,683,0.11116700000002311
insert,688,0.10883400000000165
insert,693,0.10216699999998013
insert,697,0.1028750000000116
insert,702,0.1474589999999978
insert,707,0.10466700000000628
insert,712,0.12591700000001538
insert,717,0.10533399999999915
insert,722,0.10708299999998871
insert,727,0.10675000000000523
insert,732,0.10591699999997672
insert,737,0.10583400000001575
insert,742,0.1092090000000212
insert,747,0.10895800000000122
insert,753,0.1199579999999969
insert,758,0.11666600000000926
insert,763,0.11324999999999363
insert,768,0.16508400000000734
insert,774,0.11179199999997991
insert,779,0.11412500000000136
insert,785,0.11612500000001091
insert,790,0.17474999999998886
insert,795,0.1162920000000156
insert,801,0.114750000000015
insert,807,0.11662499999999909
insert,812,0.11620899999999779
insert,818,0.12191699999999628
insert,823,0.11716699999999491
insert,829,0.1234579999999994
insert,835,0.12245799999999463
insert,841,0.13700000000000045
insert,847,0.12945799999999963
insert,852,0.12549999999998818
insert,858,0.22987500000002115
insert,864,0.13795899999999506
insert,870,0.13075000000000614
insert,876,0.1650409999999738
insert,882,0.17270800000000008
insert,889,0.2150829999999928
insert,895,0.14650000000000318
insert,901,0.1647920000000056
insert,907,0.13700000000000045
insert,914,0.1390829999999994
insert,920,0.1390829999999994
insert,926,0.15537499999999227
insert,933,0.13970800000001304
insert,939,0.14220899999997982
insert,946,0.2850840000000119
insert,952,0.20445900000001416
insert,959,0.1852090000000146
insert,966,0.14329200000000242
insert,972,0.14520799999999667
insert,979,0.1477920000000097
insert,986,0.14779100000001222
insert,993,0.32262500000001637
insert,999,0.19970800000001532
insert,1006,0.18237500000003593
insert,1013,0.15354200000001583
insert,1020,0.15366699999998445
insert,1028,0.15641699999997627
insert,1035,0.15641699999997627
insert,1042,0.16316699999998718
insert,1049,0.23245900000000574
insert,1056,0.16299999999995407
insert,1064,0.466542000000004
insert,1071,0.1927079999999819
insert,1079,0.3159170000000131
insert,1086,0.1947499999999991
insert,1094,0.16779199999996308
insert,1101,0.17099999999999227
insert,1109,0.33108399999997573
insert,1116,0.3830829999999992
insert,1124,0.24058400000001257
insert,1132,0.3514589999999771
insert,1140,0.17770799999999554
insert,1148,0.19054199999999355
insert,1156,0.18033300000001873
insert,1164,0.19533300000000509
insert,1172,0.388499999999965
insert,1180,0.4167500000000359
insert,1188,0.19249999999999545
insert,1196,0.18808299999994915
insert,1205,0.1857079999999769
insert,1213,0.18720799999999826
insert,1222,0.19200000000000728
insert,1230,0.19354099999998198
insert,1239,0.19300000000004047
insert,1247,0.24674999999996317
insert,1256,0.21191600000003064
insert,1265,0.25241700000003675
insert,1273,0.3222499999999968
insert,1282,0.238708000000031
insert,1291,0.19925000000000637
insert,1300,0.19825000000003
insert,1309,0.27154100000001336
insert,1318,0.2113750000000323
insert,1327,0.20812499999999545
insert,1336,0.20837500000004638
insert,1346,0.23912500000000136
insert,1355,0.4176249999999868
insert,1365,0.2960419999999999
insert,1374,0.259791000000007
insert,1384,0.2651669999999626
insert,1393,0.2647079999999846
insert,1403,0.23304200000001174
insert,1413,0.3605840000000171
insert,1422,0.44470799999999144
insert,1432,0.2492910000000279
insert,1442,0.22508300000004056
insert,1452,0.28870799999998553
insert,1462,0.2341250000000059
insert,1472,0.23579200000000355
insert,1483,0.23291699999998627
insert,1493,0.4561670000000504
insert,1503,0.2568329999999719
insert,1514,0.2595420000000104
insert,1524,0.38212500000003047
insert,1535,0.2512909999999806
insert,1545,0.2945420000000354
insert,1556,0.2493750000000432
insert,1567,0.2676249999999527
insert,1578,0.2510409999999865
insert,1589,0.2558750000000032
insert,1600,0.2546249999999759
insert,1611,0.296875
insert,1622,0.31862499999999727
insert,1633,0.2633329999999887
insert,1645,0.36166699999995444
insert,1656,0.265625
insert,1668,0.29216699999994944
insert,1679,0.2708750000000464
insert,1691,0.26591700000000174
insert,1703,0.26554100000004155
insert,1714,0.3022079999999505
insert,1726,0.2765420000000063
insert,1738,0.28412499999996044
insert,1750,0.2841670000000249
insert,1762,0.2847499999999741
insert,1775,0.35483399999998255
insert,1787,0.51724999999999
insert,1799,0.3689589999999612
insert,1812,0.34541699999999764
insert,1824,0.3049579999999992
insert,1837,0.2975410000000238
insert,1850,0.3040839999999889
insert,1863,0.41004099999997834
insert,1876,0.3818340000000262
insert,1889,0.3310000000000173
insert,1902,0.353999999999985
insert,1915,0.3493339999999989
insert,1928,0.37175000000002
insert,1942,0.3307079999999587
insert,1955,0.4285419999999931
insert,1969,0.33687500000002046
insert,1982,0.3222499999999968
insert,1996,0.32979199999999764
insert,2010,0.5489170000000172
insert,2024,0.38058300000000145
insert,2038,0.33404100000001336
insert,2052,0.34174999999999045
insert,2066,0.33600000000001273
insert,2081,0.3484589999999912
insert,2095,0.4318340000000376
insert,2110,0.38791700000001583
insert,2124,0.40458399999999983
insert,2139,0.4888750000000073
insert,2154,0.3790829999999801
insert,2169,0.3597499999999627
insert,2184,0.5531249999999659
insert,2199,0.3837920000000281
insert,2214,0.44616700000000264
insert,2230,0.4092499999999859
insert,2245,0.49191600000000335
insert,2261,0.37129099999998516
insert,2276,0.37904099999997243
insert,2292,0.5853749999999991
insert,2308,0.46487500000000637
insert,2324,0.3909590000000094
insert,2340,0.5163749999999823
insert,2357,0.44191699999998946
insert,2373,0.5134580000000142
insert,2389,0.5405839999999671
insert,2406,0.44999999999998863
insert,2423,0.4152080000000069
insert,2439,0.40850000000000364
insert,2456,0.42608300000000554
insert,2473,0.6149580000000014
insert,2491,0.573915999999997
insert,2508,0.42258400000002894
insert,2525,0.4964170000000081
insert,2543,0.4577499999999759
insert,2560,0.48954200000002857
insert,2578,0.4788330000000087
insert,2596,0.5049170000000345
insert,2614,0.4522079999999846
insert,2632,0.49787500000002183
insert,2651,0.5068329999999719
insert,2669,0.4425420000000031
insert,2688,0.4618330000000128
insert,2706,0.4765830000000051
insert,2725,0.5069159999999897
insert,2744,0.5518329999999878
insert,2763,0.4619170000000281
insert,2782,0.6012499999999932
insert,2801,0.5802079999999705
insert,2821,0.5014160000000061
insert,2840,0.5182080000000155
insert,2860,0.5086659999999483
insert,2880,0.5312079999999924
insert,2900,0.5082500000000323
insert,2920,0.49912499999999227
insert,2940,0.5834169999999972
insert,2961,0.6973749999999654
insert,2981,0.5068750000000364
insert,3002,0.5866249999999695
insert,3023,0.5897499999999809
insert,3044,0.5784170000000017
insert,3065,0.59375
insert,3086,0.6084170000000313
insert,3108,0.538915999999972
insert,3129,0.5945420000000468
insert,3151,0.6263749999999959
insert,3173,0.6741250000000036
insert,3195,0.7397080000000074
insert,3217,0.8472499999999741
insert,3239,0.8267079999999964
insert,3262,0.575834000000043
insert,3284,0.637916999999959
insert,3307,0.9569999999999936
insert,3330,0.6225410000000124
insert,3353,0.7494159999999965
insert,3376,1.0046669999999835
insert,3400,0.6672920000000317
insert,3424,0.7717910000000074
insert,3447,0.9982080000000337
insert,3471,0.6127500000000055
insert,3495,0.6678750000000377
insert,3520,0.7773339999999962
insert,3544,0.7262499999999932
insert,3569,0.7515409999999747
insert,3593,0.7574580000000424
insert,3618,0.6417920000000095
insert,3643,0.7019169999999804
insert,3669,0.7032500000000255
insert,3694,0.7525830000000724
insert,3720,0.735416999999984
insert,3746,0.6781669999999167
insert,3772,0.9107500000000073
insert,3798,0.7021670000000313
insert,3824,0.6879999999999882
insert,3851,0.9750000000000227
insert,3877,1.2289999999999281
insert,3904,0.8870419999999513
insert,3931,0.7489590000000135
insert,3959,0.7130409999999756
insert,3986,0.9802909999999656
insert,4014,0.7119999999999891
insert,4042,0.7077090000000226
insert,4070,1.1234999999999218
insert,4098,0.7391669999999522
insert,4126,0.8033329999999523
insert,4155,0.7440410000000384
insert,4184,0.7632909999999811
insert,4213,0.7692919999999503
insert,4242,0.7400000000000091
insert,4271,0.8060420000000477
insert,4301,1.025624999999991
insert,4331,0.9583750000000464
insert,4361,0.8557499999999436
insert,4391,1.0453750000000355
insert,4422,0.7799579999999651
insert,4452,0.9340839999999844
insert,4483,0.8956249999999955
insert,4514,0.8551659999999401
insert,4546,0.9140830000000051
insert,4577,0.7970419999999194
insert,4609,0.8185419999999795
insert,4641,0.8585830000000669
insert,4673,0.8679579999999305
insert,4706,0.8868749999999181
insert,4738,0.8767080000000078
insert,4771,1.0936249999999745
insert,4804,2.3187500000000227
insert,4838,1.4579169999999522
insert,4871,2.6971660000000384
insert,4905,2.686290999999983
insert,4939,1.2095420000000559
insert,4973,0.9760420000000067
insert,5008,0.9342920000000277
insert,5043,1.0035419999999249
insert,5078,1.102916999999934
insert,5113,1.0194159999999783
insert,5148,0.97950000000003
insert,5184,1.171416000000022
insert,5220,1.1213749999999436
insert,5256,1.05112500000007
insert,5293,1.1593749999999545
insert,5329,1.2065410000000156
insert,5366,1.0802079999999705
insert,5404,1.0335830000000215
insert,5441,1.077374999999961
insert,5479,1.0995419999999285
insert,5517,1.0817080000000487
insert,5555,1.1880419999999958
insert,5594,1.0525420000000167
insert,5633,1.21712500000001
insert,5672,1.199333999999908
insert,5711,1.2188330000000178
insert,5751,1.072416999999973
insert,5791,1.1034169999999222
insert,5831,1.113833999999997
insert,5871,1.1301670000000286
insert,5912,1.197499999999991
insert,5953,1.3396250000000691
insert,5994,1.29037500000004
insert,6036,1.1475419999999303
insert,6078,1.3624169999999367
insert,6120,1.3393330000000105
insert,6162,1.5178750000000036
insert,6205,1.585042000000044
insert,6248,1.1533749999999827
insert,6292,1.227542000000085
insert,6335,1.1452500000000327
insert,6379,1.384541000000013
insert,6424,1.2676669999999604
insert,6468,1.8765839999999798
insert,6513,1.9682090000000017
insert,6558,1.2959159999999201
insert,6604,2.0109580000000733
insert,6650,1.2369580000000724
insert,6696,1.287916999999993
insert,6742,1.8756250000000136
insert,6789,2.6721249999999372
insert,6836,2.5875420000000986
insert,6883,1.311708000000067
insert,6931,2.0677499999999327
insert,6979,1.367166999999995
insert,7028,1.549709000000007
insert,7077,2.7429169999999203
insert,7126,3.1435000000000173
insert,7175,2.778291999999965
insert,7225,1.9212079999999787
insert,7275,3.001082999999994
insert,7325,3.802208999999948
insert,7376,5.830291999999986
insert,7427,1.5987079999999878
insert,7479,1.435083000000077
insert,7531,2.906791999999996
insert,7583,1.5579579999998714
insert,7636,1.6227080000001024
insert,7689,1.4823340000000371
insert,7742,1.9109579999999369
insert,7796,1.7509169999998448
insert,7850,2.6620829999999387
insert,7904,1.5115840000000844
insert,7959,1.852624999999989
insert,8015,3.9972080000000005
insert,8070,3.6008330000001934
insert,8126,2.6710420000001704
insert,8183,2.7201250000000528
insert,8239,2.062166000000161
insert,8296,2.523042000000032
insert,8354,1.7034590000000662
insert,8412,1.8954160000000684
insert,8470,1.6418750000000273
insert,8529,2.121208000000024
insert,8588,1.7422500000000127
insert,8648,1.8612920000000486
